"";"CODMUNRES";"ANO";"NIVEL";"TO";"TO_MT_G";"TONT_B";"TONT_PT";"TONT_PD";"TONT_I";"TONT_A";"TO_MT";"TO_MT_DG";"TO_MT_43";"TO_MT_PT";"TO_MT_42";"TO_MT_AB";"TO_MT_P";"TO_MT_P_I";"TO_MT_P_EM";"TO_MT_P_EFI";"TO_MT_P_EFII";"TO_MT_P_ESC";"TO_MT_P_ESI";"TO_MT_P_ES"
"484";"432290";"2015";"MUNICIPIO";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"485";"432300";"2015";"MUNICIPIO";"1774";"1";"19";"1";"5";"0";"0";"20";"1";"2";"0";"0";"1";"2";"2";"1";"0";"1";"0";"0";"0"
"486";"432310";"2015";"MUNICIPIO";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"487";"432320";"2015";"MUNICIPIO";"21";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"488";"432330";"2015";"MUNICIPIO";"24";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"489";"432335";"2015";"MUNICIPIO";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"490";"432340";"2015";"MUNICIPIO";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"491";"432345";"2015";"MUNICIPIO";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"492";"432350";"2015";"MUNICIPIO";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"493";"432360";"2015";"MUNICIPIO";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"494";"432370";"2015";"MUNICIPIO";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"495";"432375";"2015";"MUNICIPIO";"27";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0"
"496";"432377";"2015";"MUNICIPIO";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"497";"432380";"2015";"MUNICIPIO";"73";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"498";NA;"2015";"ESTADO";"82349";"28";"903";"49";"73";"4";"1";"1451";"29";"47";"4";"34";"2";"69";"69";"16";"5";"19";"4";"3";"0"
