"";"CODMUNRES";"X.x";"ANO.x";"NIVEL.x";"POPRE_T";"POPRC_T";"POPRC_M";"POPRC_F";"POPRC_15";"POPRC_15_49";"POPRC_50";"POPRC_F_15";"POPRC_F_15_49";"POPRC_F_50";"X.y";"ANO.y";"NIVEL.y";"IDHM_A";"IDHM_CA";"IDHM_CA_M";"IDHM_CA_F";"X.x";"ANO.x";"NIVEL.x";"TN";"TNRC";"TNRCR";"TGI_15";"TGI_15_19";"TGI_20_24";"TGI_25_29";"TGI_30_34";"TGI_35_39";"TGI_40_44";"TGI_45_49";"TGI_50";"TGIF";"IM_P25";"IM_P50";"IM_P75";"IM_MD.x";"IM_DP";"EM_S";"EM_FI";"EM_FII";"EM_M";"EM_SI";"EM_SC";"TGRC_B";"TGRC_PT";"TGRC_PD";"TGRC_I";"TGRC_A";"TGCC";"TGSC";"TGNPRI";"TGPRI";"TGG";"NA.";"TGD_32_36";"TGD_37_41";"TGD_42";"TGD_28_31";"TGD_22_27";"TGD_22";"TGD_AT";"TGD_PRT";"TGD_PST";"DG_P25";"DG_P50";"DG_P75";"IM_MD.y";"DG_DP";"TKC_ID";"TKC_AD";"TKC_MAD";"TKC_IT";"TGRC_NR";"TGPRG_N";"TGPRG_S";"TPV";"TPC";"TRAP_C";"TRAP_P";"TRAP_T";"TGROB_1";"TGROB_2";"TGROB_3";"TGROB_4";"TGROB_5";"TGROB_6";"TGROB_7";"TGROB_8";"TGROB_10";"TGROB_9";"TNLOC_H";"TNLOC_O";"TNLOC_ES";"TNLOC_D";"TNLOC_AI";"TRS_M";"TRS_F";"TRRC_B";"TRRC_PT";"TRRC_PD";"TRRC_I";"TRRC_A";"TRP_BP";"TRP_N";"TRP_M";"PESO_P25";"PESO_P50";"PESO_P75";"PESO";"PESO_DP";"TRPIG_P";"TRPIG_A";"TRPIG_G";"TRAPG5_B";"TRAPG5_N";"APGAR5_MD";"APGAR5_DP";"TRSAC";"TRAC";"X.y";"ANO.y";"NIVEL.y";"TO";"TO_MT_G";"TONT_B";"TONT_PT";"TONT_PD";"TONT_I";"TONT_A";"TO_MT";"TO_MT_DG";"TO_MT_43";"TO_MT_PT";"TO_MT_42";"TO_MT_AB";"TO_MT_P";"TO_MT_P_I";"TO_MT_P_EM";"TO_MT_P_EFI";"TO_MT_P_EFII";"TO_MT_P_ESC";"TO_MT_P_ESI";"TO_MT_P_ES";"X";"ANO";"NIVEL";"POPR_RA";"POPR_RE";"TFG";"TMG";"RMM";"TMM";"TMM_P";"TMI"
"261";"431244";262;2015;"MUNICIPIO";3193;3182;1617;1565;514;1703;965;251;840;NA;261;2015;"MUNICIPIO";0;0,711;0;0;261;2015;"MUNICIPIO";20;0;20;0;0;2;8;8;0;1;0;0;20;"25.75";"28.5";"33";"28.95";"5.29";0;0;8;6;6;0;20;0;0;0;0;14;6;10;10;20;0;5;15;0;0;0;0;15;5;0;"36.75";"38";"39";"28.95";"1.8";1;1;16;2;0;0;20;4;16;19;1;0;1;5;0;5;3;1;0;2;3;0;20;0;0;0;0;8;12;20;0;0;0;0;3;17;0;"2820";"3217.5";"3526.25";"3139.5";"527.87";0;17;1;2;18;"9.1";"1.17";20;0;261;2015;"MUNICIPIO";26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;2015;"MUNICIPIO";"0";"0";23,8095238095238;8,14281240212966;0;0;0;0
"262";"431245";263;2015;"MUNICIPIO";6529;6227;3135;3092;1075;2955;2197;518;1462;NA;262;2015;"MUNICIPIO";0;0,702;0;0;262;2015;"MUNICIPIO";62;0;45;0;0;10;17;17;10;2;0;0;62;"24.25";"29";"33";"28.89";"6.2";0;4;18;29;7;3;50;4;1;0;0;34;27;27;35;62;0;8;48;0;1;0;0;48;9;0;"37";"39";"40";"28.89";"1.95";8;0;34;3;1;0;62;24;38;58;4;0;8;13;9;6;9;2;2;0;8;0;62;0;0;0;0;32;30;50;4;1;0;0;6;52;4;"2981.25";"3235";"3536.25";"3217.58";"562.72";2;49;6;0;62;"9.52";"0.62";58;0;262;2015;"MUNICIPIO";63;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;262;2015;"MUNICIPIO";"2.228";"2.1";42,4076607387141;9,64925716036146;16,1290322580645;68,3994528043776;0;16,1290322580645
"263";"431247";264;2015;"MUNICIPIO";6100;5676;2849;2827;968;3200;1508;471;1572;NA;263;2015;"MUNICIPIO";0;0,743;0;0;263;2015;"MUNICIPIO";59;0;56;0;0;6;16;16;12;6;0;0;59;"26.5";"31";"35";"30.88";"6.33";0;0;11;35;11;2;57;1;1;0;0;47;11;31;28;59;0;3;54;1;0;1;0;54;4;1;"38";"39";"40";"30.88";"2.14";8;4;45;2;0;0;59;15;44;54;5;0;3;24;2;10;10;3;1;3;3;0;59;0;0;0;0;31;28;57;1;1;0;0;3;54;2;"3005";"3235";"3520";"3244.97";"531.82";0;52;4;1;58;"9.49";"0.65";57;0;263;2015;"MUNICIPIO";34;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263;2015;"MUNICIPIO";"3.559";"6";37,5318066157761;5,57377049180328;0;0;0;0
"264";"431250";265;2015;"MUNICIPIO";12720;12124;6187;5937;2713;6085;3326;1318;2995;NA;264;2015;"MUNICIPIO";0;0,664;0;0;264;2015;"MUNICIPIO";135;0;131;1;0;37;39;26;12;2;0;0;135;"22";"27";"31";"26.47";"6.02";0;16;49;56;10;4;105;16;14;0;0;55;79;43;92;135;0;13;120;1;0;0;0;120;13;1;"38";"39";"40";"26.47";"1.74";31;6;92;4;1;11;124;87;48;131;4;0;16;19;25;30;25;0;4;4;12;0;131;3;1;0;0;72;63;105;16;14;0;0;9;121;5;"2995";"3180";"3485";"3221.87";"467.99";7;114;9;3;131;"9.59";"0.69";135;0;264;2015;"MUNICIPIO";83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264;2015;"MUNICIPIO";"1.957";"0";45,0751252086811;6,5251572327044;0;0;0;0
"265";"431260";266;2015;"MUNICIPIO";4989;4791;2300;2491;789;2285;1717;388;1152;NA;265;2015;"MUNICIPIO";0;0,746;0;0;265;2015;"MUNICIPIO";47;0;47;0;0;7;7;17;9;3;0;0;47;"26";"32";"34.5";"30.17";"6.54";0;3;10;20;13;1;43;0;4;0;0;34;13;15;32;47;0;3;43;1;0;0;0;43;3;1;"38";"39";"40";"30.17";"1.48";8;1;36;2;0;31;16;11;36;37;3;1;4;6;4;3;17;2;1;0;3;1;47;0;0;0;0;24;23;43;0;4;0;0;4;42;1;"3090";"3335";"3500";"3256.38";"439.43";3;42;2;1;46;"9.81";"0.77";45;2;265;2015;"MUNICIPIO";52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265;2015;"MUNICIPIO";"4.195";"500";40,7986111111111;10,4229304469834;0;0;0;0
"266";"431261";267;2015;"MUNICIPIO";3137;2988;1535;1453;721;1514;753;375;721;NA;266;2015;"MUNICIPIO";0;0,702;0;0;266;2015;"MUNICIPIO";34;0;30;2;0;7;9;8;3;1;0;0;34;"21.25";"25.5";"31.75";"26.38";"6.99";0;1;15;15;3;0;29;3;2;0;0;26;8;17;17;34;0;2;29;1;0;0;0;29;2;1;"38";"39";"39";"26.38";"1.81";10;1;18;0;0;0;34;14;20;29;2;0;5;8;4;3;5;1;1;0;2;0;34;0;0;0;0;21;13;29;3;2;0;0;2;31;1;"2867.5";"3110";"3362.5";"3099.41";"453.03";4;26;1;1;32;"9.12";"0.65";34;0;266;2015;"MUNICIPIO";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266;2015;"MUNICIPIO";"967";"300";47,1567267683773;5,73796620975454;0;0;0;0
"267";"431262";268;2015;"MUNICIPIO";1894;1813;923;890;391;929;493;194;455;NA;267;2015;"MUNICIPIO";0;0,689;0;0;267;2015;"MUNICIPIO";23;0;23;1;0;5;5;6;4;0;0;0;23;"22.5";"28";"33";"27.65";"6.6";0;4;7;7;3;2;13;0;0;10;0;17;5;6;17;23;0;6;14;2;1;0;0;14;7;2;"35.5";"38";"39";"27.65";"2.95";3;3;12;0;0;0;23;9;14;17;4;2;1;3;2;1;4;1;3;1;5;2;23;0;0;0;0;10;13;13;0;0;10;0;2;20;1;"2785";"3030";"3280";"3041.3";"464.4";0;18;4;1;22;"8.78";"1.17";23;0;267;2015;"MUNICIPIO";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;2015;"MUNICIPIO";"520";"0";50,5494505494505;5,8078141499472;0;0;0;0
"268";"431265";269;2015;"MUNICIPIO";16997;15936;7855;8081;2955;8794;4187;1415;4334;NA;268;2015;"MUNICIPIO";0;0,765;0;0;268;2015;"MUNICIPIO";256;0;256;3;0;55;60;65;39;9;1;0;256;"23";"28";"33";"28.11";"6.62";0;2;55;135;48;16;248;2;6;0;0;123;133;120;136;256;0;18;225;6;2;5;0;225;25;6;"38";"38";"39";"28.11";"2.56";45;5;198;7;1;213;43;53;203;241;15;0;16;75;24;25;69;8;7;17;15;0;256;0;0;0;0;128;128;248;2;6;0;0;40;211;5;"2721.25";"3137.5";"3362.5";"3006.45";"624.13";26;201;12;5;250;"9.44";"1.06";256;0;268;2015;"MUNICIPIO";130;0;4;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;268;2015;"MUNICIPIO";"15.805";"0";59,0678357175819;7,648408542684;19,53125;115,366866635902;0;19,53125
"269";"431267";270;2015;"MUNICIPIO";1757;1721;862;859;326;841;554;158;411;NA;269;2015;"MUNICIPIO";0;0,753;0;0;269;2015;"MUNICIPIO";25;0;25;0;0;9;5;4;2;1;0;0;25;"21";"24";"30";"25.84";"6.6";0;1;10;11;0;3;24;0;1;0;0;20;5;11;14;25;0;5;19;0;1;0;0;19;6;0;"37";"38";"39";"25.84";"2.17";2;4;19;0;0;0;25;13;12;21;4;0;3;3;0;9;1;2;2;0;5;0;25;0;0;0;0;15;10;24;0;1;0;0;4;19;2;"2645";"3070";"3420";"3049.6";"727.24";2;20;3;0;25;"9.36";"0.49";25;0;269;2015;"MUNICIPIO";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269;2015;"MUNICIPIO";"1.726";"0";60,8272506082725;7,96812749003984;0;0;0;0
"270";"431270";271;2015;"MUNICIPIO";12295;12074;5932;6142;2857;6126;3091;1421;3103;1618;270;2015;"MUNICIPIO";0;0,702;0;0;270;2015;"MUNICIPIO";190;0;186;5;0;44;39;36;17;5;0;0;190;"19";"25";"30.75";"25.44";"6.93";3;11;77;64;25;8;136;9;15;30;0;123;56;89;101;190;0;16;160;3;6;2;0;160;24;3;"38";"38";"39";"25.44";"2.55";39;22;109;18;0;171;19;68;122;140;12;0;38;18;33;7;25;6;5;1;16;0;189;0;0;1;0;104;86;136;9;15;30;0;34;154;2;"2711.25";"3135";"3333.75";"2995.92";"581.54";29;148;8;6;184;"9.31";"0.9";188;2;270;2015;"MUNICIPIO";91;0;3;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;270;2015;"MUNICIPIO";"10.607";"0";61,2310667096358;7,40138267588451;15,7894736842105;96,6806316467934;0;15,7894736842105
"271";"431275";272;2015;"MUNICIPIO";3431;3182;1598;1584;649;1662;871;332;809;NA;271;2015;"MUNICIPIO";0;0,74;0;0;271;2015;"MUNICIPIO";41;0;41;0;0;6;14;10;8;2;0;0;41;"26";"29";"34";"29.83";"5.8";0;2;16;11;11;1;39;0;2;0;0;39;2;19;22;41;0;6;33;2;0;0;0;33;6;2;"37";"39";"39";"29.83";"1.84";3;0;38;0;0;0;41;8;33;36;5;0;4;9;2;1;13;4;1;2;5;0;41;0;0;0;0;19;22;39;0;2;0;0;5;34;2;"2730";"3155";"3330";"3097.32";"522.95";5;31;3;0;41;"9.54";"0.67";41;0;271;2015;"MUNICIPIO";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271;2015;"MUNICIPIO";"3.431";"0";50,6798516687268;3,49752258816672;0;0;0;0
"272";"431280";273;2015;"MUNICIPIO";4385;4001;1957;2044;658;2236;1107;356;1097;NA;272;2015;"MUNICIPIO";0;0,785;0;0;272;2015;"MUNICIPIO";77;0;77;2;0;18;21;13;17;2;0;0;77;"24";"28";"34";"28.34";"6.55";0;1;19;40;13;4;56;5;16;0;0;40;37;34;43;77;0;7;70;0;0;0;0;70;7;0;"37";"38";"39";"28.34";"1.43";17;1;58;1;0;0;77;13;64;76;1;0;14;16;11;9;15;0;1;4;7;0;77;0;0;0;0;34;43;56;5;16;0;0;4;69;4;"2940";"3155";"3355";"3187.34";"424.38";3;64;6;0;77;"9.86";"0.35";76;1;272;2015;"MUNICIPIO";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272;2015;"MUNICIPIO";"3.903";"0";70,1914311759344;4,78905359179019;0;0;0;0
"273";"431290";274;2015;"MUNICIPIO";9478;8840;4480;4360;1577;4750;2513;768;2262;NA;273;2015;"MUNICIPIO";0;0,747;0;0;273;2015;"MUNICIPIO";88;0;88;0;0;22;25;21;10;5;0;0;88;"24";"28";"33";"28.17";"6.07";0;2;21;45;15;5;73;0;15;0;0;70;18;36;52;88;0;9;71;7;1;0;0;71;10;7;"38";"39";"40";"28.17";"2.2";15;1;68;3;0;37;51;15;73;86;2;0;9;20;7;7;35;2;0;0;8;0;88;0;0;0;0;39;49;73;0;15;0;0;4;83;1;"2923.75";"3150";"3503.75";"3168.75";"441.34";3;76;7;1;87;"9.74";"0.54";87;1;273;2015;"MUNICIPIO";62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273;2015;"MUNICIPIO";"6.178";"0";38,9036251105217;6,54146444397552;0;0;0;0
"274";"431295";275;2015;"MUNICIPIO";1953;1960;981;979;279;962;719;130;468;NA;274;2015;"MUNICIPIO";0;0,768;0;0;274;2015;"MUNICIPIO";16;0;16;0;0;2;7;6;1;0;0;0;16;"27";"28.5";"31.25";"28.81";"3.9";0;0;0;8;6;2;16;0;0;0;0;13;3;10;6;16;0;1;15;0;0;0;0;15;1;0;"37";"38";"38";"28.81";"1";0;0;15;0;0;0;16;3;13;15;1;0;2;7;0;1;4;0;1;0;1;0;16;0;0;0;0;9;7;16;0;0;0;0;0;16;0;"2905";"3310";"3490";"3220.62";"392.43";0;13;3;0;16;"9.38";"0.5";16;0;274;2015;"MUNICIPIO";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274;2015;"MUNICIPIO";"1.953";"0";34,1880341880342;6,65642601126472;0;0;0;0
"275";"431300";276;2015;"MUNICIPIO";3329;3184;1629;1555;515;1510;1159;247;703;NA;275;2015;"MUNICIPIO";0;0,778;0;0;275;2015;"MUNICIPIO";32;0;32;0;0;3;5;12;10;1;0;0;32;"28.75";"31.5";"36.25";"31.94";"5.86";0;3;9;15;5;0;29;1;2;0;0;27;5;13;19;32;0;2;28;2;0;0;0;28;2;2;"37";"38";"39.25";"31.94";"1.62";3;0;29;0;0;4;28;6;26;24;8;0;1;7;2;2;8;4;4;2;2;0;32;0;0;0;0;9;23;29;1;2;0;0;2;28;2;"2805";"3172.5";"3477.5";"3175.47";"479.52";1;27;2;0;32;"9.56";"0.62";32;0;275;2015;"MUNICIPIO";34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;2015;"MUNICIPIO";"1.637";"0";45,5192034139403;10,2132772604386;0;0;0;0
"276";"431301";277;2015;"MUNICIPIO";2814;2751;1405;1346;439;1390;922;205;668;NA;276;2015;"MUNICIPIO";0;0,759;0;0;276;2015;"MUNICIPIO";27;0;27;0;0;9;4;8;3;1;1;0;27;"23";"29";"33.5";"28.89";"7.23";0;0;8;16;2;1;26;0;1;0;0;12;15;12;15;27;0;5;22;0;0;0;0;22;5;0;"38";"38";"39";"28.89";"2.06";0;1;24;2;0;0;27;4;23;26;1;0;1;8;3;2;7;1;0;0;5;0;27;0;0;0;0;13;14;26;0;1;0;0;2;24;1;"3090";"3500";"3765";"3386.11";"481.19";3;15;9;0;27;"9.22";"0.42";27;0;276;2015;"MUNICIPIO";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276;2015;"MUNICIPIO";"2.814";"0";40,4191616766467;7,46268656716418;0;0;0;0
"277";"431303";278;2015;"MUNICIPIO";5048;4671;2306;2365;870;2549;1252;445;1288;NA;277;2015;"MUNICIPIO";0;0,735;0;0;277;2015;"MUNICIPIO";58;0;57;1;0;15;9;18;2;6;0;0;58;"22.25";"29";"32";"27.76";"7.13";0;1;17;32;6;2;53;2;2;0;0;24;34;23;35;58;0;2;55;0;0;1;0;55;3;0;"38";"39";"39";"27.76";"2.26";6;3;44;5;0;0;58;21;37;57;1;0;6;14;8;13;11;1;0;2;3;0;58;0;0;0;0;31;27;53;2;2;0;0;4;54;0;"3017.5";"3242.5";"3450";"3191.72";"525.17";1;53;2;0;58;"9.57";"0.53";57;1;277;2015;"MUNICIPIO";34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277;2015;"MUNICIPIO";"3.998";"0";45,0310559006211;6,73534072900159;0;0;0;0
"278";"431306";279;2015;"MUNICIPIO";20035;18346;9072;9274;4494;10724;3128;2262;5355;NA;278;2015;"MUNICIPIO";0;0,689;0;0;278;2015;"MUNICIPIO";257;0;252;2;0;63;59;73;21;8;1;0;257;"22";"28";"32";"27.39";"6.52";0;11;82;118;27;19;243;2;12;0;0;128;127;109;148;257;0;23;230;2;1;1;0;230;25;2;"38";"39";"40";"27.39";"2.03";45;14;185;4;0;0;257;93;164;245;12;0;32;56;26;36;70;8;3;2;24;0;257;0;0;0;0;124;133;243;2;12;0;0;32;213;12;"2795";"3130";"3440";"3103.72";"583.11";27;202;25;2;254;"9.27";"0.58";237;3;278;2015;"MUNICIPIO";91;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;278;2015;"MUNICIPIO";"0";"0";47,9925303454715;4,54205141003244;11,6731517509728;56,0224089635854;0;11,6731517509728
"279";"431308";280;2015;"MUNICIPIO";2557;2450;1258;1192;371;1205;874;188;555;NA;279;2015;"MUNICIPIO";0;0,761;0;0;279;2015;"MUNICIPIO";17;0;17;0;0;2;4;6;4;1;0;0;17;"27";"31";"35";"31.29";"5.05";0;1;2;9;4;1;16;0;1;0;0;13;4;10;7;17;0;2;14;0;1;0;0;14;3;0;"37";"38";"39";"31.29";"2.4";0;1;14;2;0;0;17;1;16;15;2;0;0;8;0;0;5;2;0;0;2;0;17;0;0;0;0;8;9;16;0;1;0;0;3;14;0;"2770";"3030";"3340";"3039.94";"518.07";2;14;1;1;16;"9.29";"0.77";17;0;279;2015;"MUNICIPIO";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;2015;"MUNICIPIO";"2.557";"0";30,6306306306306;3,91083300743058;0;0;0;0
"280";"431310";281;2015;"MUNICIPIO";6588;6342;3217;3125;1254;3293;1795;628;1582;NA;280;2015;"MUNICIPIO";0;0,744;0;0;280;2015;"MUNICIPIO";61;0;61;1;0;9;17;17;10;2;0;0;61;"25";"29";"34";"28.98";"6.14";0;2;11;29;14;5;52;2;7;0;0;38;23;27;34;61;0;9;50;2;0;0;0;50;9;2;"38";"39";"40";"28.98";"2.04";12;2;46;0;0;36;25;14;47;57;4;0;1;20;4;8;16;2;2;2;6;0;61;0;0;0;0;25;36;52;2;7;0;0;2;55;4;"3020";"3380";"3700";"3334.34";"503.87";2;43;13;0;61;"9.74";"0.51";61;0;280;2015;"MUNICIPIO";53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;2015;"MUNICIPIO";"3.3";"0";38,558786346397;8,04493017607772;0;0;0;0
"281";"431320";282;2015;"MUNICIPIO";20416;19045;9370;9675;3253;10443;5349;1616;5230;2829;281;2015;"MUNICIPIO";0;0,78;0;0;281;2015;"MUNICIPIO";280;0;277;1;0;53;91;72;32;13;0;0;280;"24";"29";"33";"28.48";"5.85";0;6;65;123;60;25;267;4;7;0;0;173;105;132;148;280;0;23;253;3;1;0;0;253;24;3;"38";"38";"39";"28.48";"1.49";19;2;250;6;0;149;131;71;209;268;11;0;23;94;21;45;61;5;6;4;20;0;278;0;0;2;0;131;149;268;4;7;0;0;19;250;11;"2943.75";"3207.5";"3530";"3210.62";"490.95";17;230;28;5;275;"9.49";"0.77";277;0;281;2015;"MUNICIPIO";149;0;1;0;0;0;0;2;0;0;0;1;0;1;1;0;0;1;0;0;0;281;2015;"MUNICIPIO";"15.39";"0";53,5372848948375;7,29819749216301;7,14285714285714;38,2409177820268;9,57579239682084;7,14285714285714
"282";"431330";283;2015;"MUNICIPIO";25057;22830;11303;11527;4196;12940;5694;2035;6389;3103;282;2015;"MUNICIPIO";0;0,766;0;0;282;2015;"MUNICIPIO";328;0;326;6;0;61;75;79;61;10;0;0;328;"23";"29";"34";"28.3";"6.78";1;9;77;157;68;16;271;9;48;0;0;172;154;160;168;328;0;34;279;12;3;0;0;279;37;12;"37";"39";"40";"28.3";"1.91";49;19;249;9;1;272;56;39;289;315;12;1;94;42;37;13;90;5;7;4;35;1;327;0;0;1;0;172;156;271;9;48;0;0;33;288;7;"2847.5";"3185";"3456.25";"3116.93";"518.51";26;276;19;7;321;"9.73";"0.91";326;2;282;2015;"MUNICIPIO";157;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;282;2015;"MUNICIPIO";"22.83";"0";51,3382375958679;6,26571417168855;6,09756097560976;31,3038034121146;0;6,09756097560976
"283";"431333";284;2015;"MUNICIPIO";2440;2437;1246;1191;448;1231;758;214;598;NA;283;2015;"MUNICIPIO";0;0,742;0;0;283;2015;"MUNICIPIO";25;0;25;1;0;3;7;6;7;0;0;0;25;"25";"30";"35";"29.28";"6.79";0;2;3;13;7;0;24;0;1;0;0;24;1;10;15;25;0;1;24;0;0;0;0;24;1;0;"38";"39";"39";"29.28";"0.96";1;1;23;0;0;0;25;2;23;24;0;1;1;8;1;9;4;0;0;0;1;1;25;0;0;0;0;12;13;24;0;1;0;0;1;24;0;"2795";"3040";"3280";"3026.28";"349.51";2;23;0;0;25;"9.6";"0.5";24;1;283;2015;"MUNICIPIO";20;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;283;2015;"MUNICIPIO";"2.44";"0";41,8060200668896;8,19672131147541;40;167,224080267559;0;40
"284";"431335";285;2015;"MUNICIPIO";3564;3343;1708;1635;581;1721;1041;283;820;NA;284;2015;"MUNICIPIO";0;0,741;0;0;284;2015;"MUNICIPIO";28;0;28;0;0;3;7;9;5;1;0;0;28;"25";"30.5";"34";"29";"6.62";0;1;9;15;3;0;27;0;1;0;0;25;3;14;14;28;0;4;24;0;0;0;0;24;4;0;"37.75";"38.5";"39";"29";"2";1;2;25;0;0;0;28;1;27;28;0;0;1;12;0;3;8;0;0;0;4;0;28;0;0;0;0;15;13;27;0;1;0;0;2;26;0;"3058.75";"3205";"3360";"3191";"361.91";1;24;3;1;27;"9.43";"0.84";28;0;284;2015;"MUNICIPIO";25;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284;2015;"MUNICIPIO";"1.655";"0";34,1463414634146;7,01459034792368;0;0;0;0
"285";"431337";286;2015;"MUNICIPIO";25700;22716;11441;11275;5814;12408;4494;2837;6183;2255;285;2015;"MUNICIPIO";0;0,718;0;0;285;2015;"MUNICIPIO";426;0;419;6;0;95;119;94;50;11;0;0;426;"22";"27";"32";"27.15";"6.36";0;15;147;192;34;38;363;25;38;0;0;156;270;163;263;426;0;38;380;2;5;1;0;380;44;2;"38";"39";"40";"27.15";"1.9";94;15;224;19;2;0;426;218;208;400;24;2;20;114;29;105;87;10;7;21;31;2;426;0;0;0;0;205;221;363;25;38;0;0;35;369;22;"2950";"3242.5";"3556.25";"3205.35";"545.4";13;342;48;5;421;"9.12";"0.59";421;2;285;2015;"MUNICIPIO";154;0;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;285;2015;"MUNICIPIO";"11.097";"0";68,8985929160602;5,99221789883268;11,7370892018779;80,8668930939673;0;11,7370892018779
"286";"431339";287;2015;"MUNICIPIO";4087;3855;1946;1909;749;1955;1151;353;979;NA;286;2015;"MUNICIPIO";0;0,706;0;0;286;2015;"MUNICIPIO";29;0;29;0;0;7;6;3;9;2;0;0;29;"22";"29";"38";"30.03";"7.72";0;3;13;11;2;0;26;2;1;0;0;17;12;11;18;29;0;4;25;0;0;0;0;25;4;0;"38";"39";"39";"30.03";"1.74";5;2;21;1;0;0;29;9;20;29;0;0;5;5;2;7;6;0;0;0;4;0;29;0;0;0;0;15;14;26;2;1;0;0;3;26;0;"2925";"3180";"3505";"3184.48";"511.73";0;25;4;1;28;"9.55";"0.78";29;0;286;2015;"MUNICIPIO";33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;2015;"MUNICIPIO";"4.008";"0";29,6220633299285;8,07438218742354;0;0;0;0
"287";"431340";288;2015;"MUNICIPIO";248694;238940;115766;123174;51083;134353;53504;25052;68211;29911;287;2015;"MUNICIPIO";0;0,688;0;0;287;2015;"MUNICIPIO";3505;0;3489;52;0;833;838;776;430;87;7;0;3505;"21";"27";"32";"26.99";"6.65";2;119;1285;1365;460;274;3135;135;231;2;2;1279;2222;1540;1965;3505;0;331;3087;36;34;17;0;3087;382;36;"38";"39";"40";"26.99";"2.16";634;397;2341;94;12;3168;337;1870;1635;3340;159;6;407;875;482;591;622;82;61;81;298;6;3496;2;1;6;0;1805;1700;3135;135;231;2;2;308;3004;193;"2946";"3250";"3564";"3213.09";"562.65";175;2898;346;75;3420;"9.27";"0.87";3470;18;287;2015;"MUNICIPIO";1710;0;26;0;1;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;287;2015;"MUNICIPIO";"3.132";"618";51,3846740261835;6,87591980506164;8,84450784593438;45,447215258536;0;8,84450784593438
"288";"431342";289;2015;"MUNICIPIO";3828;3925;1948;1977;669;1808;1448;333;891;753;288;2015;"MUNICIPIO";0;0,747;0;0;288;2015;"MUNICIPIO";20;0;20;0;0;8;7;1;0;2;0;0;20;"23";"25";"27";"26";"6.36";0;3;5;10;0;2;20;0;0;0;0;10;10;8;12;20;0;1;17;1;1;0;0;17;2;1;"38.75";"39";"40";"26";"2.94";2;3;15;0;0;0;20;9;11;20;0;0;0;8;2;3;5;0;0;0;2;0;20;0;0;0;0;10;10;20;0;0;0;0;2;18;0;"2741.25";"3247.5";"3556.25";"3121.25";"684.57";2;15;2;2;18;"9.4";"0.99";20;0;288;2015;"MUNICIPIO";37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288;2015;"MUNICIPIO";"235.482";"12.493";22,4466891133558;9,66562173458725;0;0;0;0
