"";"CODMUNRES";"X.x";"ANO.x";"NIVEL.x";"POPRE_T";"POPRC_T";"POPRC_M";"POPRC_F";"POPRC_15";"POPRC_15_49";"POPRC_50";"POPRC_F_15";"POPRC_F_15_49";"POPRC_F_50";"X.y";"ANO.y";"NIVEL.y";"IDHM_A";"IDHM_CA";"IDHM_CA_M";"IDHM_CA_F";"X.x";"ANO.x";"NIVEL.x";"TN";"TNRC";"TNRCR";"TGI_15";"TGI_15_19";"TGI_20_24";"TGI_25_29";"TGI_30_34";"TGI_35_39";"TGI_40_44";"TGI_45_49";"TGI_50";"TGIF";"IM_P25";"IM_P50";"IM_P75";"IM_MD.x";"IM_DP";"EM_S";"EM_FI";"EM_FII";"EM_M";"EM_SI";"EM_SC";"TGRC_B";"TGRC_PT";"TGRC_PD";"TGRC_I";"TGRC_A";"TGCC";"TGSC";"TGNPRI";"TGPRI";"TGG";"NA.";"TGD_32_36";"TGD_37_41";"TGD_42";"TGD_28_31";"TGD_22_27";"TGD_22";"TGD_AT";"TGD_PRT";"TGD_PST";"DG_P25";"DG_P50";"DG_P75";"IM_MD.y";"DG_DP";"TKC_ID";"TKC_AD";"TKC_MAD";"TKC_IT";"TGRC_NR";"TGPRG_N";"TGPRG_S";"TPV";"TPC";"TRAP_C";"TRAP_P";"TRAP_T";"TGROB_1";"TGROB_2";"TGROB_3";"TGROB_4";"TGROB_5";"TGROB_6";"TGROB_7";"TGROB_8";"TGROB_10";"TGROB_9";"TNLOC_H";"TNLOC_O";"TNLOC_ES";"TNLOC_D";"TNLOC_AI";"TRS_M";"TRS_F";"TRRC_B";"TRRC_PT";"TRRC_PD";"TRRC_I";"TRRC_A";"TRP_BP";"TRP_N";"TRP_M";"PESO_P25";"PESO_P50";"PESO_P75";"PESO";"PESO_DP";"TRPIG_P";"TRPIG_A";"TRPIG_G";"TRAPG5_B";"TRAPG5_N";"APGAR5_MD";"APGAR5_DP";"TRSAC";"TRAC";"X.y";"ANO.y";"NIVEL.y";"TO";"TO_MT_G";"TONT_B";"TONT_PT";"TONT_PD";"TONT_I";"TONT_A";"TO_MT";"TO_MT_DG";"TO_MT_43";"TO_MT_PT";"TO_MT_42";"TO_MT_AB";"TO_MT_P";"TO_MT_P_I";"TO_MT_P_EM";"TO_MT_P_EFI";"TO_MT_P_EFII";"TO_MT_P_ESC";"TO_MT_P_ESI";"TO_MT_P_ES";"X";"ANO";"NIVEL";"POPR_RA";"POPR_RE";"TFG";"TMG";"RMM";"TMM";"TMM_P";"TMI"
"21";"430100";22;2015;"MUNICIPIO";20045;18783;9353;9430;3302;10361;5120;1623;5084;NA;21;2015;"MUNICIPIO";0;0,769;0;0;21;2015;"MUNICIPIO";228;0;228;3;0;41;58;68;43;6;0;0;228;"26";"30";"34";"29.35";"6.06";0;3;63;107;43;12;206;6;16;0;0;120;108;108;120;228;0;21;204;0;3;0;0;204;24;0;"38";"38";"39";"29.35";"1.61";37;16;162;9;0;168;60;33;195;210;15;0;12;72;8;28;67;11;4;3;20;0;228;0;0;0;0;120;108;206;6;16;0;0;20;200;8;"2927.5";"3242.5";"3505";"3179.8";"504.7";9;198;18;5;223;"9.62";"0.77";227;1;21;2015;"MUNICIPIO";177;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2015;"MUNICIPIO";"13.948";"0";44,846577498033;8,83013220254428;4,3859649122807;19,669551534225;0;4,3859649122807
"22";"430105";23;2015;"MUNICIPIO";8785;7740;3833;3907;1685;3712;2343;830;1878;NA;22;2015;"MUNICIPIO";0;0,669;0;0;22;2015;"MUNICIPIO";127;0;127;4;0;37;23;25;16;0;0;0;127;"20.5";"25";"31";"25.64";"6.42";0;4;40;64;8;11;116;4;7;0;0;45;82;53;74;127;0;13;111;2;1;0;0;111;14;2;"38";"38";"40";"25.64";"1.95";30;12;62;22;1;0;127;51;76;122;5;0;9;38;11;26;27;2;2;2;10;0;127;0;0;0;0;64;63;116;4;7;0;0;14;106;7;"2837.5";"3220";"3480";"3177.77";"552.49";8;105;12;7;120;"9.15";"0.85";125;1;22;2015;"MUNICIPIO";54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2015;"MUNICIPIO";"553";"0";67,6251331203408;6,14684120660216;0;0;0;0
"23";"430107";24;2015;"MUNICIPIO";2883;2730;1414;1316;505;1367;858;244;639;NA;23;2015;"MUNICIPIO";0;0,74;0;0;23;2015;"MUNICIPIO";28;0;18;0;0;6;7;5;6;3;0;0;28;"24.5";"30.5";"35";"30.21";"6.87";0;5;15;7;0;1;21;1;0;0;0;21;7;11;17;28;0;7;18;0;0;0;0;18;7;0;"36";"39";"40";"30.21";"2.52";4;3;13;0;0;0;28;8;20;27;1;0;3;3;4;6;2;0;0;2;5;0;28;0;0;0;0;17;11;21;1;0;0;0;2;23;3;"3051.25";"3422.5";"3797.5";"3344.82";"617.76";1;15;7;1;27;"9.39";"0.79";26;0;23;2015;"MUNICIPIO";22;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23;2015;"MUNICIPIO";"5.616";"0";43,8184663536776;7,63093999306278;35,7142857142857;156,494522691706;0;35,7142857142857
"24";"430110";25;2015;"MUNICIPIO";14197;13606;6635;6971;3014;6947;3645;1494;3516;1961;24;2015;"MUNICIPIO";0;0,707;0;0;24;2015;"MUNICIPIO";183;0;179;5;0;45;40;38;22;4;2;0;183;"21";"26";"31";"26.64";"6.91";1;11;80;72;13;6;157;16;10;0;0;48;135;61;122;183;0;20;156;4;2;1;0;156;23;4;"38";"39";"40";"26.64";"2.07";37;4;113;14;4;2;181;85;98;178;5;0;14;37;27;40;42;1;0;6;16;0;183;0;0;0;0;89;94;157;16;10;0;0;22;155;6;"2830";"3195";"3508";"3137.24";"558.69";14;150;13;2;181;"9.55";"0.64";180;3;24;2015;"MUNICIPIO";115;0;2;0;0;0;0;3;0;0;1;0;0;1;1;1;0;0;0;0;0;24;2015;"MUNICIPIO";"14.197";"0";52,0477815699659;8,10030288089033;16,3934426229508;85,3242320819113;14,3947027493882;21,8579234972678
"25";"430120";26;2015;"MUNICIPIO";13316;12648;6384;6264;2701;6742;3205;1283;3298;NA;25;2015;"MUNICIPIO";0;0,698;0;0;25;2015;"MUNICIPIO";153;0;152;3;0;40;42;29;17;2;0;0;153;"21";"26";"31";"26.32";"6.36";0;9;84;38;18;4;140;3;8;0;2;69;84;66;87;153;0;19;128;5;1;0;0;128;20;5;"37";"38";"39";"26.32";"2.12";17;13;116;6;0;121;32;21;132;141;12;0;10;43;18;17;36;5;6;2;16;0;153;0;0;0;0;83;70;140;3;8;0;2;14;137;2;"2810";"3040";"3300";"3038.8";"450.51";15;126;9;1;152;"9.81";"0.67";151;2;25;2015;"MUNICIPIO";107;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;25;2015;"MUNICIPIO";"6.715";"0";46,3917525773196;8,03544607990388;6,5359477124183;30,3214069132808;0;6,5359477124183
"26";"430130";27;2015;"MUNICIPIO";18949;18470;9174;9296;4086;9255;5129;2031;4640;2625;26;2015;"MUNICIPIO";0;0,657;0;0;26;2015;"MUNICIPIO";232;0;196;6;0;56;56;45;26;5;0;0;232;"21";"26";"31";"26.18";"6.69";1;10;106;90;16;7;171;18;22;0;0;106;124;96;136;232;0;21;191;8;4;4;0;191;29;8;"38";"39";"40";"26.18";"2.8";61;10;132;8;3;103;129;94;138;224;4;1;47;32;47;20;47;1;3;4;24;1;230;1;0;1;0;120;111;171;18;22;0;0;20;191;21;"2867.5";"3200";"3683.75";"3201.57";"684.68";14;164;40;18;212;"9.15";"1.38";223;2;26;2015;"MUNICIPIO";178;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2015;"MUNICIPIO";"16.759";"685";50;9,39363554805003;12,9310344827586;64,6551724137931;0;12,9310344827586
"27";"430140";28;2015;"MUNICIPIO";10595;10225;5134;5091;2073;5302;2850;1003;2612;NA;27;2015;"MUNICIPIO";0;0,694;0;0;27;2015;"MUNICIPIO";112;0;112;1;0;22;32;27;13;3;0;0;112;"21.75";"28";"32";"27.32";"6.56";0;6;44;49;12;1;96;5;11;0;0;85;27;46;66;112;0;17;91;4;0;0;0;91;17;4;"38";"38";"39";"27.32";"1.87";22;6;76;6;0;60;52;22;90;90;17;1;9;21;8;13;24;7;10;1;14;1;112;0;0;0;0;64;48;96;5;11;0;0;10;99;3;"2890";"3150";"3497.5";"3159.92";"494.87";6;97;8;2;110;"9.12";"0.64";111;1;27;2015;"MUNICIPIO";69;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;27;2015;"MUNICIPIO";"7.369";"0";42,8790199081164;6,51250589900897;35,7142857142857;153,139356814701;0;35,7142857142857
"28";"430150";29;2015;"MUNICIPIO";7145;7096;3487;3609;1147;3482;2467;559;1735;1315;28;2015;"MUNICIPIO";0;0,743;0;0;28;2015;"MUNICIPIO";76;0;76;1;0;9;17;21;18;2;0;0;76;"25";"30";"35";"29.68";"6.61";0;6;23;30;13;4;66;2;8;0;0;62;14;35;41;76;0;9;67;0;0;0;0;67;9;0;"38";"39";"40";"29.68";"1.65";7;2;66;1;0;0;76;25;51;69;4;3;4;22;8;16;13;3;1;2;4;3;76;0;0;0;0;38;38;66;2;8;0;0;7;61;8;"2911.25";"3297.5";"3598.75";"3282.55";"544.68";4;54;14;1;75;"9.25";"0.66";74;2;28;2015;"MUNICIPIO";75;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;28;2015;"MUNICIPIO";"7.1";"0";43,8040345821326;10,4968509447166;13,1578947368421;57,6368876080692;0;13,1578947368421
"29";"430155";30;2015;"MUNICIPIO";3732;3665;1807;1858;658;1830;1177;350;877;631;29;2015;"MUNICIPIO";0;0,707;0;0;29;2015;"MUNICIPIO";28;0;28;0;0;7;6;9;1;3;0;0;28;"23.75";"28.5";"33.25";"28.86";"6.76";0;2;5;15;6;0;27;0;1;0;0;23;5;15;13;28;0;5;22;1;0;0;0;22;5;1;"37";"38.5";"39.25";"28.86";"2.47";4;4;18;2;0;0;28;10;18;26;2;0;4;7;3;2;6;2;0;0;4;0;28;0;0;0;0;19;9;27;0;1;0;0;6;20;2;"2636.25";"3092.5";"3541.25";"3060.82";"681.95";4;22;2;0;28;"9.18";"0.67";28;0;29;2015;"MUNICIPIO";40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;2015;"MUNICIPIO";"1.518";"0";31,927023945268;10,7181136120043;0;0;0;0
"30";"430160";31;2015;"MUNICIPIO";121749;116794;55804;60990;25527;60811;30456;12558;31247;17185;30;2015;"MUNICIPIO";0;0,74;0;0;30;2015;"MUNICIPIO";1615;0;1606;29;0;379;414;332;195;52;2;2;1615;"22";"27";"32";"27.12";"6.77";2;44;530;718;211;110;1156;197;261;0;0;452;1163;693;922;1615;0;164;1412;2;25;6;5;1412;200;2;"38";"39";"40";"27.12";"2.35";262;108;1148;68;16;1585;30;496;1119;1538;72;4;253;326;195;184;401;24;32;54;140;4;1609;1;0;5;0;838;776;1156;197;261;0;0;171;1368;76;"2872.5";"3220";"3535";"3157.16";"603.34";95;1330;130;23;1583;"9.6";"0.94";1604;10;30;2015;"MUNICIPIO";1054;0;16;1;3;0;0;26;0;0;0;1;0;1;1;0;0;0;0;0;0;30;2015;"MUNICIPIO";"101.607";"76.424";51,6849617563286;8,65715529491002;16,0990712074303;83,2079879668448;1,64443932841098;16,0990712074303
"31";"430163";32;2015;"MUNICIPIO";12305;10856;5344;5512;2596;4716;3544;1272;2424;1816;31;2015;"MUNICIPIO";0;0,696;0;0;31;2015;"MUNICIPIO";146;0;144;2;0;38;34;28;12;3;0;0;146;"21";"25";"30";"25.77";"6.49";0;5;65;62;6;8;117;18;9;1;0;42;104;50;96;146;0;8;137;0;0;1;0;137;9;0;"38";"39";"40";"25.77";"1.69";39;6;84;11;2;0;146;90;56;146;0;0;9;39;23;34;32;0;0;2;7;0;146;0;0;0;0;72;74;117;18;9;1;0;16;120;10;"2930";"3252.5";"3568.75";"3254.97";"546.76";13;113;18;6;140;"9.36";"0.95";145;0;31;2015;"MUNICIPIO";135;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;31;2015;"MUNICIPIO";"7.163";"0";60,2310231023102;10,9711499390492;6,84931506849315;41,2541254125413;0;6,84931506849315
"32";"430165";33;2015;"MUNICIPIO";6061;5741;2912;2829;1039;3140;1562;538;1483;808;32;2015;"MUNICIPIO";0;0,748;0;0;32;2015;"MUNICIPIO";63;0;63;0;0;12;16;20;12;3;0;0;63;"25";"31";"34";"30.17";"5.64";0;3;20;33;3;4;60;1;2;0;0;44;19;29;34;63;0;9;52;0;1;0;1;52;11;0;"37";"38";"39";"30.17";"2.96";10;4;48;1;0;0;63;8;55;56;6;1;4;16;4;12;12;4;2;0;8;1;63;0;0;0;0;32;31;60;1;2;0;0;8;55;0;"2852.5";"3160";"3465";"3084.9";"608.45";6;52;4;1;61;"9.35";"1.7";62;1;32;2015;"MUNICIPIO";29;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;32;2015;"MUNICIPIO";"2.52";"0";42,4814565070802;4,78468899521531;31,7460317460317;134,861766689144;0;31,7460317460317
"33";"430170";34;2015;"MUNICIPIO";6754;6529;3296;3233;1213;3329;1987;554;1611;1068;33;2015;"MUNICIPIO";0;0,719;0;0;33;2015;"MUNICIPIO";73;0;72;2;0;14;17;22;10;2;0;0;73;"24";"28";"33";"28.3";"6.57";0;8;23;26;14;2;63;0;10;0;0;59;14;31;42;73;0;3;68;0;1;0;0;68;4;0;"38";"39";"40";"28.3";"1.73";4;2;61;6;0;0;73;30;43;71;2;0;8;17;11;14;13;0;2;3;4;0;73;0;0;0;0;38;35;63;0;10;0;0;4;67;2;"3090";"3310";"3525";"3230.34";"511.32";2;64;3;0;73;"9.32";"0.52";71;2;33;2015;"MUNICIPIO";47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;2015;"MUNICIPIO";"4.796";"0";45,3134698944755;6,95883920639621;0;0;0;0
"34";"430175";35;2015;"MUNICIPIO";7388;7018;3741;3277;1684;3716;1618;807;1718;NA;34;2015;"MUNICIPIO";0;0,61;0;0;34;2015;"MUNICIPIO";50;0;48;1;0;14;12;4;8;2;0;0;50;"21";"25.5";"32.75";"26.4";"7.38";0;7;15;20;6;2;46;2;2;0;0;23;26;27;23;50;0;2;47;0;1;0;0;47;3;0;"38";"38";"39";"26.4";"1.49";7;2;38;1;0;0;50;14;36;49;0;1;4;21;4;8;10;0;0;0;2;1;50;0;0;0;0;25;25;46;2;2;0;0;3;44;3;"2960";"3245";"3440";"3200.16";"510.98";1;46;3;2;48;"9.36";"1.1";50;0;34;2015;"MUNICIPIO";47;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;34;2015;"MUNICIPIO";"754";"0";29,1036088474971;6,36166756903086;40;116,414435389988;0;40
"35";"430180";36;2015;"MUNICIPIO";5485;5357;2691;2666;1122;2660;1575;560;1314;792;35;2015;"MUNICIPIO";0;0,734;0;0;35;2015;"MUNICIPIO";65;0;64;1;0;14;16;11;8;4;0;0;65;"20";"27";"33";"27.31";"7.31";0;7;19;31;7;1;55;3;7;0;0;36;29;30;35;65;0;10;54;0;1;0;0;54;11;0;"37";"39";"40";"27.31";"2.18";11;0;50;2;0;0;65;24;41;58;5;1;11;9;13;2;14;2;3;0;9;1;65;0;0;0;0;31;34;55;3;7;0;0;6;57;2;"2860";"3070";"3335";"3050.55";"474.8";4;58;3;0;65;"9.78";"0.54";65;0;35;2015;"MUNICIPIO";35;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35;2015;"MUNICIPIO";"3.236";"0";49,4672754946728;6,38103919781221;15,3846153846154;76,103500761035;0;15,3846153846154
"36";"430185";37;2015;"MUNICIPIO";3236;3089;1550;1539;729;1579;781;372;769;NA;36;2015;"MUNICIPIO";0;0,662;0;0;36;2015;"MUNICIPIO";48;0;46;0;0;16;11;7;7;0;0;0;48;"21";"25";"30";"25.71";"5.95";0;3;12;24;6;2;44;1;2;0;0;34;14;16;32;48;0;1;45;0;2;0;0;45;3;0;"38";"39";"40";"25.71";"2.25";8;4;32;4;0;0;48;14;34;43;4;0;5;8;10;7;12;1;3;0;1;0;48;0;0;0;0;23;25;44;1;2;0;0;3;40;5;"3003.75";"3427.5";"3605";"3304.29";"640.92";1;38;9;1;47;"9.56";"0.65";48;0;36;2015;"MUNICIPIO";25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;2015;"MUNICIPIO";"2.034";"0";62,4187256176853;7,72558714462299;0;0;0;0
"37";"430187";38;2015;"MUNICIPIO";4201;4012;2128;1884;1090;2137;785;507;1032;NA;37;2015;"MUNICIPIO";0;0,67;0;0;37;2015;"MUNICIPIO";34;0;20;1;0;4;10;5;5;2;1;0;34;"20.25";"26.5";"32";"27.56";"7.96";0;1;12;16;5;0;24;0;9;1;0;22;12;12;22;34;0;4;29;1;0;0;0;29;4;1;"37.25";"38.5";"39.75";"27.56";"1.76";9;0;18;6;1;1;33;16;18;33;0;0;6;5;6;5;7;0;0;0;4;0;32;0;0;2;0;17;17;24;0;9;1;0;2;31;1;"3003.75";"3262.5";"3612.5";"3277.65";"462.34";0;30;3;0;20;"9.5";"0.61";34;0;37;2015;"MUNICIPIO";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;2015;"MUNICIPIO";"2.685";"413";32,9457364341085;2,85646274696501;0;0;0;0
"38";"430190";39;2015;"MUNICIPIO";13263;12572;6253;6319;2811;6333;3428;1333;3145;NA;38;2015;"MUNICIPIO";0;0,723;0;0;38;2015;"MUNICIPIO";162;0;151;4;0;45;30;37;15;5;3;1;162;"21";"26";"32";"26.99";"7.43";9;5;61;61;16;10;118;13;18;13;0;65;94;67;95;162;0;11;149;2;0;0;0;149;11;2;"38";"39";"40";"26.99";"1.52";39;10;90;15;1;3;159;93;69;157;5;0;19;41;38;25;23;0;5;0;11;0;154;4;0;4;0;87;75;118;13;18;13;0;7;144;11;"2977.5";"3265";"3547";"3261.64";"477.26";10;128;22;3;150;"9.2";"0.68";161;0;38;2015;"MUNICIPIO";84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;2015;"MUNICIPIO";"10.042";"0";51,510333863275;6,33340873105632;0;0;0;0
"39";"430192";40;2015;"MUNICIPIO";1952;2003;1049;954;320;968;715;151;449;NA;39;2015;"MUNICIPIO";0;0,763;0;0;39;2015;"MUNICIPIO";11;0;11;0;0;2;2;3;3;1;0;0;11;"27.5";"32";"36";"31.55";"5.8";0;1;0;8;2;0;10;0;1;0;0;10;1;2;9;11;0;0;11;0;0;0;0;11;0;0;"38.5";"39";"39.5";"31.55";"0.94";1;1;8;1;0;0;11;2;9;8;1;2;1;0;3;0;4;1;0;0;0;2;11;0;0;0;0;3;8;10;0;1;0;0;0;11;0;"2790";"3030";"3320";"3079.55";"426.36";2;8;1;0;11;"9.64";"0.67";11;0;39;2015;"MUNICIPIO";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;2015;"MUNICIPIO";"0";"0";24,4988864142539;8,19672131147541;0;0;0;0
"40";"430195";41;2015;"MUNICIPIO";2497;2367;1177;1190;435;1259;673;200;639;NA;40;2015;"MUNICIPIO";0;0,71;0;0;40;2015;"MUNICIPIO";30;0;30;0;0;5;9;7;7;0;0;0;30;"25.25";"29";"33.5";"28.9";"5.68";0;0;6;14;7;2;29;0;1;0;0;24;6;15;15;30;0;4;26;0;0;0;0;26;4;0;"37.25";"38";"39";"28.9";"1.63";0;3;24;1;0;0;30;3;27;23;6;0;3;3;2;3;8;4;2;0;4;0;30;0;0;0;0;15;15;29;0;1;0;0;5;23;2;"2676.25";"2927.5";"3487.5";"3075";"598.96";2;24;4;0;30;"9.3";"0.6";30;0;40;2015;"MUNICIPIO";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2015;"MUNICIPIO";"2.497";"0";46,9483568075117;2,00240288346015;0;0;0;0
"41";"430200";42;2015;"MUNICIPIO";11482;11133;5729;5404;2844;5535;2754;1354;2712;1338;41;2015;"MUNICIPIO";0;0,65;0;0;41;2015;"MUNICIPIO";130;0;127;6;0;27;26;34;14;5;0;0;130;"21";"27.5";"32";"27.02";"7.1";1;28;59;27;10;5;128;0;2;0;0;68;62;51;79;130;0;15;108;5;1;1;0;108;17;5;"38";"39";"40";"27.02";"2.11";34;8;74;4;0;0;130;60;70;117;11;2;14;26;24;14;24;5;5;3;13;2;130;0;0;0;0;65;65;128;0;2;0;0;17;110;3;"2900";"3180";"3400";"3135.43";"508.45";10;104;10;5;125;"9.45";"0.92";128;1;41;2015;"MUNICIPIO";79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;2015;"MUNICIPIO";"4.081";"0";47,9351032448378;6,88033443650932;0;0;0;0
"42";"430205";43;2015;"MUNICIPIO";2264;2307;1195;1112;670;1129;508;318;534;NA;42;2015;"MUNICIPIO";0;0,619;0;0;42;2015;"MUNICIPIO";35;0;35;1;0;12;5;1;6;2;0;0;35;"19.5";"24";"29.5";"25.43";"7.72";0;5;12;16;0;2;10;0;3;22;0;16;15;13;22;35;0;4;30;1;0;0;0;30;4;1;"38";"38";"39";"25.43";"1.43";7;0;24;4;0;0;35;15;20;29;1;0;7;2;6;3;7;0;1;0;4;0;35;0;0;0;0;21;14;10;0;3;22;0;1;34;0;"2857.5";"3090";"3405";"3160";"401.54";2;31;2;0;35;"9.26";"0.56";35;0;42;2015;"MUNICIPIO";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;2015;"MUNICIPIO";"0";"0";65,5430711610487;4,41696113074205;0;0;0;0
"43";"430210";44;2015;"MUNICIPIO";113287;107278;52645;54633;19032;61877;26369;9468;30834;14331;43;2015;"MUNICIPIO";0;0,778;0;0;43;2015;"MUNICIPIO";1700;0;1693;11;0;322;413;469;279;59;3;0;1700;"24";"29";"33.25";"28.65";"6.41";1;34;401;687;419;158;1514;63;123;0;0;1542;156;818;882;1700;0;178;1475;6;29;10;2;1475;219;6;"38";"39";"39";"28.65";"2.3";248;82;1283;68;17;1525;175;556;1144;1599;93;7;141;515;125;229;377;44;39;50;172;7;1694;2;2;2;0;912;788;1514;63;123;0;0;178;1460;62;"2848.75";"3180";"3476.25";"3119.31";"586.02";87;1426;129;44;1653;"9.07";"0.76";1684;15;43;2015;"MUNICIPIO";659;0;15;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;43;2015;"MUNICIPIO";"113.287";"480";55,13394304988;5,81708404318236;10;55,13394304988;0;10
"44";"430215";45;2015;"MUNICIPIO";2170;2114;1056;1058;491;1097;526;228;572;NA;44;2015;"MUNICIPIO";0;0,676;0;0;44;2015;"MUNICIPIO";34;0;30;0;0;9;5;9;4;2;0;0;34;"22";"26.5";"31";"26.97";"6.91";2;1;21;8;2;0;31;0;2;0;0;19;15;17;17;34;0;6;25;3;0;0;0;25;6;3;"37";"38";"39";"26.97";"2.32";1;1;31;0;1;0;34;4;30;31;1;0;2;8;2;4;9;1;0;3;3;0;34;0;0;0;0;15;19;31;0;2;0;0;6;28;0;"2775";"2960";"3242.5";"2961.85";"508.51";2;26;2;1;33;"9.21";"1.12";32;0;44;2015;"MUNICIPIO";20;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;2015;"MUNICIPIO";"0";"0";59,4405594405594;9,21658986175115;0;0;0;0
"45";"430220";46;2015;"MUNICIPIO";6815;6574;3295;3279;1159;3471;1944;529;1725;NA;45;2015;"MUNICIPIO";0;0,762;0;0;45;2015;"MUNICIPIO";73;0;73;0;0;10;22;18;13;4;0;0;73;"25";"29";"34";"29.34";"6.46";0;2;15;45;6;5;70;0;2;0;1;45;28;27;46;73;0;12;60;1;0;0;0;60;12;1;"37";"38";"39";"29.34";"1.72";7;4;58;4;0;0;73;7;66;72;1;0;3;21;4;12;20;0;1;2;10;0;73;0;0;0;0;34;39;70;0;2;0;1;7;63;3;"2910";"3205";"3510";"3186.44";"498.8";4;57;10;0;73;"9.1";"0.41";72;1;45;2015;"MUNICIPIO";51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;2015;"MUNICIPIO";"5.048";"0";42,3188405797101;7,48349229640499;0;0;0;0
"46";"430222";47;2015;"MUNICIPIO";2523;2441;1257;1184;459;1228;754;232;594;NA;46;2015;"MUNICIPIO";0;0,703;0;0;46;2015;"MUNICIPIO";13;0;13;0;0;6;2;2;2;0;0;0;13;"20";"24";"31";"25.85";"6.35";0;0;6;5;2;0;12;0;1;0;0;7;6;5;8;13;0;1;12;0;0;0;0;12;1;0;"38";"39";"39";"25.85";"0.97";0;1;9;3;0;0;13;4;9;12;1;0;1;4;1;1;4;0;1;0;1;0;13;0;0;0;0;6;7;12;0;1;0;0;3;9;1;"2690";"3140";"3470";"3117.69";"552.38";2;10;1;0;13;"9.69";"0.63";12;1;46;2015;"MUNICIPIO";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;2015;"MUNICIPIO";"2.35";"0";21,8855218855219;4,35988902100674;0;0;0;0
"47";"430223";48;2015;"MUNICIPIO";2559;2425;1243;1182;490;1300;635;234;625;323;47;2015;"MUNICIPIO";0;0,731;0;0;47;2015;"MUNICIPIO";30;0;29;0;0;9;8;4;3;3;0;0;30;"23.25";"27.5";"33.5";"28.07";"6.82";0;1;9;12;7;1;27;0;3;0;0;15;15;12;18;30;0;5;25;0;0;0;0;25;5;0;"38";"38";"39";"28.07";"1.31";3;1;24;0;0;0;30;3;27;30;0;0;3;6;2;1;13;0;0;0;5;0;30;0;0;0;0;13;17;27;0;3;0;0;2;27;1;"2972.5";"3115";"3576.25";"3245.17";"445.54";1;24;5;0;29;"9.59";"0.57";30;0;47;2015;"MUNICIPIO";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;2015;"MUNICIPIO";"764";"0";48;7,42477530285268;0;0;0;0
"48";"430225";49;2015;"MUNICIPIO";2859;2776;1469;1307;372;1382;1022;174;613;NA;48;2015;"MUNICIPIO";0;0,728;0;0;48;2015;"MUNICIPIO";20;0;19;0;0;2;4;6;7;1;0;0;20;"26.75";"32";"37";"32.15";"5.47";0;4;7;7;2;0;18;0;1;0;0;16;3;5;15;20;0;2;16;0;1;1;0;16;4;0;"37";"38";"39";"32.15";"3.68";1;1;17;1;0;0;20;4;16;17;2;1;0;3;4;1;6;1;1;0;3;1;20;0;0;0;0;11;9;18;0;1;0;0;3;16;1;"3063.5";"3289";"3545";"3114.3";"816.53";1;16;3;0;20;"9.65";"0.59";19;0;48;2015;"MUNICIPIO";27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;2015;"MUNICIPIO";"0";"0";32,626427406199;9,44386149003148;0;0;0;0
